finding_id	report	source_repo	source_paths	finding	disposition	preservation_evidence	future_verification
R12-M09	12-manifest#9	spicysearch	src/spicysearch/text_retrieval.py; src/spicysearch/semantic_lane.py; src/spicysearch/retrieval_lanes.py	Sparse, dense, and hybrid search implementation remains directionally SpicySearch-owned, with current release-scoped lanes replacing the mixed predecessor runtime.	durable-current-reference	spicysearch@027a79cebf59:src/spicysearch/text_retrieval.py; spicysearch@027a79cebf59:src/spicysearch/semantic_lane.py; spicysearch@027a79cebf59:src/spicysearch/retrieval_lanes.py	Rerun lexical, semantic, hybrid, replay, and eligibility tests; archived SPLADE and rerank experiments remain separate.
R12-M10	12-manifest#10	spicy-regs-landing; DocSpec; rulespec	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/docpipeline/rkaf_projection.py	Portable RKAF shapes remain Rulespec Core, but source representations and fragments now belong to DocSpec rather than SpicyRegs; mixed projection ownership in the manifest is superseded.	superseded	rulespec@93ae44d906be:constraints/core/; DocSpec@444f8ec283a7:src/docspec/domain/content.py; RefSpec@3464bda29d08:docs/decisions.md	Rerun Rulespec carrier conformance and DocSpec evidence-mapping tests without inferring cross-product derivation authority.
R12-M11	12-manifest#11	RefSpec; rulespec; spicysearch	src/refspec/atlas/; release-records/schemas/extrapolation-release-v2/; src/spicysearch/topic_tags.py	Concept registry, candidate channels, ontology materialization, receipts, and evaluations remain directionally divided among current RefSpec managed releases, Rulespec Extrapolator assertions, and SpicySearch read models.	durable-current-reference	RefSpec@3464bda29d08:src/refspec/atlas/; rulespec@93ae44d906be:release-records/schemas/extrapolation-release-v2/; spicysearch@027a79cebf59:src/spicysearch/topic_tags.py	Rerun current artifact admission and product-boundary tests before moving any remaining historical component.
R12-M12	12-manifest#12	spicy-regs-landing; RefSpec	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/ontology/vocabulary_atlas*.py; tools/build_vocabulary_atlas.py	RefSpec ownership remains correct, but the named bindings/atlas/1.0 destination is obsolete after Atlas 1.0 and 2.0 retirement and Atlas 3.1 adoption.	superseded	RefSpec@3464bda29d08:src/refspec/atlas/; RefSpec@3464bda29d08:tests/test_atlas_v3_binding.py; RefSpec@3464bda29d08:docs/decisions.md	Rerun Atlas 3.1 binding and managed-release tests; do not recreate retired binding directories.
R12-M13	12-manifest#13	RefSpec; rulespec	src/refspec/managed_release.py; src/refspec/atlas_index.py; release-records/schemas/extrapolation-release-v2/	Managed-release lookup and product-local Atlas readers remain in RefSpec, while accepted evidence-bound assignments have a current Rulespec Extrapolator release shape.	durable-current-reference	RefSpec@3464bda29d08:src/refspec/managed_release.py; RefSpec@3464bda29d08:src/refspec/atlas_index.py; rulespec@93ae44d906be:release-records/schemas/extrapolation-release-v2/	Rerun current release verification and extrapolation conformance; preserve predecessor wrappers only as copied history.
R12-M14	12-manifest#14	spicy-regs-landing; RefSpec	docs/migration/spicysearch-product-migration-manifest.json; RefSpec/research/evidence/ladybug-vocabulary-atlas-spike-2026-07-31/; RefSpec/research/evidence/vocabulary-atlas-graph-experiment-2026-07-31.md; RefSpec/research/evidence/vocabulary-atlas-graphdb-v5/	The migration disposition survives in the landing snapshot, while the LadybugDB spike, graph configuration, and vocabulary-atlas experiment survive at exact RefSpec paths; none authorizes a graph serving design.	durable-current-reference	source-snapshots/spicy-regs-landing-main-31a4bfe.tar.gz; RefSpec@3464bda29d08:research/evidence/ladybug-vocabulary-atlas-spike-2026-07-31/; RefSpec@3464bda29d08:research/evidence/vocabulary-atlas-graph-experiment-2026-07-31.md; RefSpec@3464bda29d08:research/evidence/vocabulary-atlas-graphdb-v5/	Require a new architecture decision and measured need before any graph adoption.
R12-M15	12-manifest#15	spicy-regs-landing; RefSpec	docs/migration/spicysearch-product-migration-manifest.json; RefSpec/; output/refspec-vocabulary-portfolio/federal-register-thesaurus-1995/	The 1995 Federal Register thesaurus survives only as historical evidence; its 1995-to-2025 crosswalk is not authorized as an active mapping or managed-vocabulary output.	superseded	RefSpec@3464bda29d08:research/source-vocabulary-ontology-thesaurus-catalog-2026-07-28.md; RefSpec@3464bda29d08:docs/decisions.md	Verify historical bytes when replaying lineage; require new qualification before using any crosswalk.
R12-M16	12-manifest#16	spicy-regs-landing; DocSpec	docs/migration/spicysearch-product-migration-manifest.json; src/spicy_regs/document_release.py; src/spicy_regs/fixtures/*.json	The dirty August 27 manifest correctly moves the repository-independent predecessor release to DocSpec, whose current DocumentRelease implementation supersedes the stale not-yet-moved status.	superseded	DocSpec@444f8ec283a7:src/docspec/domain/release.py; DocSpec@444f8ec283a7:src/docspec/adapters/storage.py; RefSpec@3464bda29d08:docs/decisions.md	Rerun current DocSpec release conformance; use copied predecessor fixtures only for explicit migration replay.
R12-R01	12-reproducible#1	spicy-regs	notebooks/README.md; notebooks/*.ipynb	All 13 tracked notebooks and their README survive unchanged on origin/main, preserving substring, BM25, vector, reciprocal-rank fusion, campaign, and sentiment methods; exact outputs are not reproducible from mutable public URLs without input pins.	reproducible	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:notebooks/README.md; spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:notebooks/	Resolve every external input to an immutable digest before rerunning a notebook or claiming output parity.
R12-R02	12-reproducible#2	DocSpec	src/docspec/domain/source_catalog.py; src/docspec/application/catalog_policy.py; src/docspec/processing/segmentation.py; src/docspec/domain/release.py	Current DocSpec can regenerate source-catalog, sampling, join, source-state, capture, segmentation, and DocumentRelease behavior from new sealed inputs, but cannot recreate the archived release's exact membership from mutable upstream sources.	reproducible	DocSpec@444f8ec283a7:src/docspec/domain/source_catalog.py; DocSpec@444f8ec283a7:src/docspec/application/catalog_policy.py; DocSpec@444f8ec283a7:src/docspec/processing/segmentation.py; DocSpec@444f8ec283a7:src/docspec/domain/release.py; ../../../_preserved-2026-08-27/landing-output	Run current conformance over new sealed inputs; use the copied landing release for exact historical membership.
R12-R03	12-reproducible#3	rulespec	packages/rulespec-artifacts/; constraints/core/; release-records/fixtures/	Rulespec preserves generic artifact validation plus current Core and Extrapolator fixtures, so the abandoned v3 pair is behaviorally replaceable for new conformance work but not byte-for-byte historical replay.	reproducible	rulespec@93ae44d906be:packages/rulespec-artifacts/; rulespec@93ae44d906be:constraints/core/; rulespec@93ae44d906be:release-records/fixtures/	Run current artifact and carrier conformance; use copied v3 fixtures only for explicit historical replay.
R12-R04	12-reproducible#4	RefSpec	src/refspec/atlas/; src/refspec/registry/; tests/fixtures/	RefSpec preserves authoritative publisher captures, current Atlas 3.1 machinery, selected CBO, FCC, OpenAPI, and XSD pins, and the 1995 thesaurus as historical evidence; obsolete fused registries and applicability outputs are not current authority.	reproducible	RefSpec@3464bda29d08:src/refspec/atlas/; RefSpec@3464bda29d08:src/refspec/registry/; RefSpec@3464bda29d08:tests/fixtures/; RefSpec@3464bda29d08:docs/decisions.md	Rerun current managed-release and Atlas conformance; require explicit qualification for any historical crosswalk.
R12-R05	12-reproducible#5	spicysearch	src/spicysearch/text_retrieval.py; src/spicysearch/semantic_lane.py; src/spicysearch/retrieval_lanes.py; src/spicysearch/topic_tags.py; fixtures/releases/date-events-full-pin.json; research/; scripts/	Current SpicySearch retains lexical, dense, hybrid, replay, tagging, and evaluation implementations; archived measurements become reproducible only after absolute SpicyRegs paths are replaced by the copied sealed inputs.	reproducible	spicysearch@027a79cebf59:src/spicysearch/text_retrieval.py; spicysearch@027a79cebf59:src/spicysearch/semantic_lane.py; spicysearch@027a79cebf59:src/spicysearch/retrieval_lanes.py; spicysearch@027a79cebf59:src/spicysearch/topic_tags.py; ../../../_preserved-2026-08-27/spicy-regs-output-complete	Replace absolute paths with declared input pins, then rerun the exact research command and compare receipts; this is future reproducibility work.
R12-R06	12-reproducible#6	spicy-regs	.github/workflows/	Workflows unchanged from origin/main and their existing schedules remain reproducible there; the unique new timings, MCP smoke budget, ontology schedule, and documentation-publication exception are preserved separately in R12-D05A through R12-D05C.	reproducible	spicy-regs@b190d38a874ff97db0fe4b1f25701790e90f2c6b:.github/workflows/	Validate workflow syntax and dry-run triggers in a safe environment; do not activate copied schedules through preservation closure.
